Date,Sitting_CID,MP_Name,Attendance
2015-03-06,012-002-093-011,Mr Lee Kuan Yew (Tanjong Pagar).,False
2015-03-06,012-002-093-011,"Mr Tan Chuan-Jin (Marine Parade), Minister for Manpower.",False
2015-03-06,012-002-093-011,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport.",False
2015-03-06,012-002-093-011,Mr Alvin Yeo (Chua Chu Kang).,False
2015-03-06,012-002-093-011,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)). ,True
2015-03-06,012-002-093-011,Mr Ang Hin Kee (Ang Mo Kio). ,True
2015-03-06,012-002-093-011,Mr Ang Wei Neng (Jurong). ,True
2015-03-06,012-002-093-011,Mr Baey Yam Keng (Tampines). ,True
2015-03-06,012-002-093-011,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Social and Family Development and Second Minister for Defence. ",True
2015-03-06,012-002-093-011,Mr Chen Show Mao (Aljunied). ,True
2015-03-06,012-002-093-011,Dr Chia Shi-Lu (Tanjong Pagar). ,True
2015-03-06,012-002-093-011,Ms Chia Yong Yong (Nominated Member). ,True
2015-03-06,012-002-093-011,Mrs Lina Chiam (Non-Constituency Member). ,True
2015-03-06,012-002-093-011,"Mr Charles Chong (Joo Chiat), Deputy Speaker. ",True
2015-03-06,012-002-093-011,Mr Thomas Chua Kee Seng (Nominated Member). ,True
2015-03-06,012-002-093-011,Mr Christopher de Souza (Holland-Bukit Timah). ,True
2015-03-06,012-002-093-011,Assoc Prof Fatimah Lateef (Marine Parade). ,True
2015-03-06,012-002-093-011,Mr Arthur Fong (West Coast). ,True
2015-03-06,012-002-093-011,Mr Cedric Foo Chee Keng (Pioneer). ,True
2015-03-06,012-002-093-011,Ms Foo Mee Har (West Coast). ,True
2015-03-06,012-002-093-011,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs. ",True
2015-03-06,012-002-093-011,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip. ",True
2015-03-06,012-002-093-011,Mr Gan Thiam Poh (Pasir Ris-Punggol). ,True
2015-03-06,012-002-093-011,Mr Gerald Giam Yean Song (Non-Constituency Member). ,True
2015-03-06,012-002-093-011,Mr Goh Chok Tong (Marine Parade). ,True
2015-03-06,012-002-093-011,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Minister for Manpower. ",True
2015-03-06,012-002-093-011,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House. ",True
2015-03-06,012-002-093-011,"Mr Heng Swee Keat (Tampines), Minister for Education. ",True
2015-03-06,012-002-093-011,Mr Hri Kumar Nair (Bishan-Toa Payoh). ,True
2015-03-06,012-002-093-011,Mr Inderjit Singh (Ang Mo Kio). ,True
2015-03-06,012-002-093-011,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Education and Law. ",True
2015-03-06,012-002-093-011,Dr Intan Azura Mokhtar (Ang Mo Kio). ,True
2015-03-06,012-002-093-011,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry. ",True
2015-03-06,012-002-093-011,Dr Janil Puthucheary (Pasir Ris-Punggol). ,True
2015-03-06,012-002-093-011,Mr K Karthikeyan (Nominated Member). ,True
2015-03-06,012-002-093-011,"Mr Khaw Boon Wan (Sembawang), Minister for National Development. ",True
2015-03-06,012-002-093-011,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and Manpower and Deputy Government Whip. ",True
2015-03-06,012-002-093-011,Ms Kuik Shiao-Yin (Nominated Member). ,True
2015-03-06,012-002-093-011,"Dr Lam Pin Min (Sengkang West), Minister of State for Health. ",True
2015-03-06,012-002-093-011,Er Dr Lee Bee Wah (Nee Soon). ,True
2015-03-06,012-002-093-011,"Mr Desmond Lee (Jurong), Minister of State for National Development. ",True
2015-03-06,012-002-093-011,Ms Ellen Lee (Sembawang). ,True
2015-03-06,012-002-093-011,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2015-03-06,012-002-093-011,Ms Lee Li Lian (Punggol East). ,True
2015-03-06,012-002-093-011,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry. ",True
2015-03-06,012-002-093-011,Mr Liang Eng Hwa (Holland-Bukit Timah). ,True
2015-03-06,012-002-093-011,Mr Lim Biow Chuan (Mountbatten). ,True
2015-03-06,012-002-093-011,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry. ",True
2015-03-06,012-002-093-011,Mr Raymond Lim Siang Keat (East Coast). ,True
2015-03-06,012-002-093-011,"Mr Lim Swee Say (East Coast), Minister, Prime Minister's Office. ",True
2015-03-06,012-002-093-011,Ms Sylvia Lim (Aljunied). ,True
2015-03-06,012-002-093-011,Dr Lim Wee Kiak (Nee Soon). ,True
2015-03-06,012-002-093-011,Miss Penny Low (Pasir Ris-Punggol). ,True
2015-03-06,012-002-093-011,Mr Low Thia Khiang (Aljunied). ,True
2015-03-06,012-002-093-011,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development. ",True
2015-03-06,012-002-093-011,"Mr Lui Tuck Yew (Moulmein-Kallang), Minister for Transport ",True
2015-03-06,012-002-093-011,Mr Mah Bow Tan (Tampines). ,True
2015-03-06,012-002-093-011,"Mr Masagos Zulkifli B M M (Tampines), Senior Minister of State for Foreign Affairs and Home Affairs. ",True
2015-03-06,012-002-093-011,"Dr Mohamad Maliki Bin Osman (East Coast), Minister of State for Defence and National Development. ",True
2015-03-06,012-002-093-011,Mr Mohd Ismail Hussein (Nominated Member). ,True
2015-03-06,012-002-093-011,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2015-03-06,012-002-093-011,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Health and Minister for Transport. ",True
2015-03-06,012-002-093-011,Dr Lily Neo (Tanjong Pagar). ,True
2015-03-06,012-002-093-011,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House. ",True
2015-03-06,012-002-093-011,Ms Irene Ng Phek Hoong (Tampines). ,True
2015-03-06,012-002-093-011,Mr David Ong (Jurong). ,True
2015-03-06,012-002-093-011,Mr Ong Teng Koon (Sembawang). ,True
2015-03-06,012-002-093-011,Ms Denise Phua Lay Peng (Moulmein-Kallang). ,True
2015-03-06,012-002-093-011,Mr Png Eng Huat (Hougang). ,True
2015-03-06,012-002-093-011,Mr Pritam Singh (Aljunied). ,True
2015-03-06,012-002-093-011,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker. ",True
2015-03-06,012-002-093-011,Mr Seng Han Thong (Ang Mo Kio). ,True
2015-03-06,012-002-093-011,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law. ",True
2015-03-06,012-002-093-011,"Ms Sim Ann (Holland-Bukit Timah), Minister of State for Education and Communications and Information. ",True
2015-03-06,012-002-093-011,Mr Sitoh Yih Pin (Potong Pasir). ,True
2015-03-06,012-002-093-011,Ms Rita Soh Siow Lan (Nominated Member). ,True
2015-03-06,012-002-093-011,Dr Benedict Tan (Nominated Member). ,True
2015-03-06,012-002-093-011,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Culture, Community and Youth and Prime Minister's Office. ",True
2015-03-06,012-002-093-011,Assoc Prof Randolph Tan (Nominated Member). ,True
2015-03-06,012-002-093-011,Ms Jessica Tan Soon Neo (East Coast). ,True
2015-03-06,012-002-093-011,Prof Tan Tai Yong (Nominated Member). ,True
2015-03-06,012-002-093-011,Mr Patrick Tay Teck Guan (Nee Soon). ,True
2015-03-06,012-002-093-011,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs. ",True
2015-03-06,012-002-093-011,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip. ",True
2015-03-06,012-002-093-011,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry. ",True
2015-03-06,012-002-093-011,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance. ",True
2015-03-06,012-002-093-011,Ms Tin Pei Ling (Marine Parade). ,True
2015-03-06,012-002-093-011,Mr Edwin Tong Chun Fai (Moulmein-Kallang). ,True
2015-03-06,012-002-093-011,Mr Vikram Nair (Sembawang). ,True
2015-03-06,012-002-093-011,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources. ",True
2015-03-06,012-002-093-011,Mr Wong Kan Seng (Bishan-Toa Payoh). ,True
2015-03-06,012-002-093-011,"Mr Lawrence Wong (West Coast), Minister for Culture, Community and Youth and Second Minister for Communications and Information. ",True
2015-03-06,012-002-093-011,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs. ",True
2015-03-06,012-002-093-011,Mr Alex Yam (Chua Chu Kang). ,True
2015-03-06,012-002-093-011,Mr Yee Jenn Jong (Non-Constituency Member). ,True
2015-03-06,012-002-093-011,Mr Yeo Guat Kwang (Ang Mo Kio). ,True
2015-03-06,012-002-093-011,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2015-03-06,012-002-093-011,Mr Zainudin Nordin (Bishan-Toa Payoh). ,True
2015-03-06,012-002-093-011,Mr Zaqy Mohamad (Chua Chu Kang). ,True
